accommodates,bedrooms,bathrooms,beds,room_type,neighbourhood,log_price
2,0.0,1.0,1.0,Entire home/apt,Morningside Heights,4.86753445
3,1.0,1.0,1.0,Entire home/apt,Ozone Park,4.234106505
2,1.0,1.0,1.0,Private room,Jamaica,4.025351691
2,1.0,1.0,1.0,Entire home/apt,Mar Vista,4.744932128
2,1.0,1.0,1.0,Entire home/apt,South End,5.616771098
3,1.0,1.0,2.0,Entire home/apt,Greenpoint,5.164785974
3,1.0,1.0,1.0,Entire home/apt,West End,4.828313737
5,2.0,1.0,2.0,Entire home/apt,Bedford-Stuyvesant,4.744932128
4,1.0,1.0,2.0,Entire home/apt,Battery Park City,6.363028104
5,3.0,2.5,4.0,Entire home/apt,Capitol Hill,5.416100402
2,1.0,1.0,1.0,Private room,Elmhurst,3.80666249
2,1.0,1.0,1.0,Entire home/apt,Kalorama,4.828313737
2,1.0,1.0,1.0,Entire home/apt,Midtown East,5.003946306
5,3.0,1.0,4.0,Entire home/apt,Manhattan Beach,5.579729826
1,1.0,1.0,1.0,Private room,Mission District,4.553876892
3,1.0,1.0,1.0,Private room,Elmhurst,4.234106505
2,1.0,1.0,1.0,Entire home/apt,Pacific Palisades,4.941642423
6,2.0,1.0,5.0,Entire home/apt,Logan Circle,5.521460918
2,1.0,1.0,2.0,Private room,Rosebank,3.80666249
1,1.0,1.0,1.0,Private room,Astoria,4.65396035
2,1.0,1.0,1.0,Private room,Red Hook,3.970291914
1,1.0,1.0,1.0,Private room,Washington Heights,3.80666249
2,1.0,1.0,1.0,Private room,Williamsburg,4.382026635
2,1.0,1.0,1.0,Entire home/apt,Silver Lake,4.553876892
2,1.0,1.0,1.0,Entire home/apt,Hell's Kitchen,5.298317367
2,1.0,1.0,1.0,Entire home/apt,Williamsburg,5.010635294
3,2.0,1.0,2.0,Entire home/apt,Nolita,5.926926026
2,1.0,1.0,1.0,Private room,Duboce Triangle,4.86753445
4,1.0,1.0,3.0,Entire home/apt,Boerum Hill,5.068904202
2,0.0,1.0,1.0,Entire home/apt,North End,4.418840608
2,0.0,1.0,1.0,Entire home/apt,South End,4.976733742
1,1.0,1.0,1.0,Private room,Crown Heights,3.688879454
2,1.0,1.0,1.0,Entire home/apt,Near Northeast/H Street Corridor,4.248495242
1,1.0,1.0,1.0,Private room,Flatbush,3.555348061
2,1.0,1.0,1.0,Private room,Brentwood,4.094344562
2,1.0,1.0,2.0,Entire home/apt,North End,5.105945474
3,1.0,1.0,1.0,Private room,Flushing,4.17438727
3,1.0,1.5,1.0,Entire home/apt,Washington Heights,5.003946306
1,1.0,1.0,1.0,Private room,Red Hook,4.007333185
4,1.0,1.0,1.0,Private room,Canarsie,3.80666249
2,1.0,1.0,2.0,Entire home/apt,Williamsburg,5.075173815
1,0.0,1.0,1.0,Entire home/apt,Harlem,4.543294782
2,0.0,1.0,1.0,Entire home/apt,Gramercy Park,5.043425117
4,1.0,1.0,2.0,Entire home/apt,Jamaica,4.094344562
1,1.0,1.0,1.0,Private room,Williamsburg,3.737669618
4,1.0,1.0,1.0,Entire home/apt,Westlake,5.003946306
2,1.0,1.0,1.0,Entire home/apt,Williamsburg,4.828313737
2,0.0,1.0,1.0,Entire home/apt,Midwood,4.49980967
1,1.0,1.0,2.0,Private room,North Hollywood,3.80666249
3,1.0,1.0,1.0,Entire home/apt,Hamilton Heights,4.905274778
8,2.0,1.0,5.0,Entire home/apt,Richmond District,5.204006687
2,1.0,1.0,1.0,Private room,Midtown East,5.298317367
9,3.0,2.0,5.0,Entire home/apt,Mid-Wilshire,5.416100402
7,2.0,1.5,3.0,Entire home/apt,Park Slope,6.204557763
4,1.0,1.0,2.0,Private room,Midtown,5.988961417
10,4.0,1.5,5.0,Entire home/apt,Lefferts Garden,5.257495372
2,1.0,1.0,1.0,Private room,Ridgewood,4.007333185
2,1.0,1.0,1.0,Entire home/apt,Midtown East,5.298317367
3,1.0,1.0,3.0,Entire home/apt,Fenway/Kenmore,5.247024072
3,0.0,1.0,1.0,Entire home/apt,SoMa,5.963579344
2,1.0,1.0,1.0,Private room,Kips Bay,4.553876892
2,1.0,2.0,1.0,Private room,Haight-Ashbury,5.010635294
2,1.0,1.0,1.0,Private room,Prospect Heights,4.49980967
5,1.0,1.0,3.0,Entire home/apt,Bedford-Stuyvesant,4.779123493
2,0.0,1.0,1.0,Entire home/apt,South LA,4.553876892
2,1.0,1.0,1.0,Private room,Lower East Side,4.49980967
9,3.0,1.0,4.0,Entire home/apt,Sunnyside,5.105945474
4,0.0,1.0,2.0,Entire home/apt,Pacific Palisades,4.905274778
4,1.0,1.0,2.0,Entire home/apt,Marina Del Rey,5.164785974
6,2.0,1.0,3.0,Entire home/apt,Harlem,5.003946306
4,1.0,1.0,2.0,Entire home/apt,Kips Bay,5.164785974
2,1.0,1.0,1.0,Entire home/apt,Hell's Kitchen,5.010635294
9,5.0,3.0,5.0,Entire home/apt,Windsor Terrace,5.991464547
4,2.0,2.0,2.0,Entire home/apt,Jamaica Plain,5.521460918
6,3.0,2.0,3.0,Entire home/apt,Bernal Heights,5.703782475
5,2.0,1.0,3.0,Entire home/apt,Bernal Heights,6.802394763
1,1.0,1.5,1.0,Entire home/apt,Bernal Heights,5.010635294
2,1.0,1.0,1.0,Private room,Midtown East,4.406719247
1,1.0,1.0,1.0,Private room,Sunland/Tujunga,3.688879454
2,1.0,1.0,1.0,Entire home/apt,Glendale,5.123963979
2,0.0,1.0,1.0,Entire home/apt,Upper West Side,5.298317367
3,1.0,1.0,2.0,Entire home/apt,Washington Heights,4.382026635
1,1.0,1.0,1.0,Private room,Roxbury,4.143134726
8,3.0,2.0,5.0,Entire home/apt,Hell's Kitchen,6.396929655
1,1.0,1.5,1.0,Private room,Ridgewood,4.007333185
3,2.0,1.0,2.0,Entire home/apt,Prospect Heights,5.370638028
1,1.0,1.0,1.0,Private room,Hamilton Heights,2.772588722
4,2.0,2.5,2.0,Entire home/apt,Hollywood Hills,7.207859871
4,1.0,1.0,1.0,Entire home/apt,Bedford-Stuyvesant,5.272999559
2,1.0,1.0,1.0,Private room,Allston-Brighton,4.234106505
2,1.0,1.0,1.0,Private room,Bernal Heights,4.812184355
2,1.0,1.0,1.0,Entire home/apt,Chinatown,4.262679877
3,0.0,1.0,1.0,Entire home/apt,Westside,4.543294782
1,1.0,1.0,1.0,Private room,Inwood,4.317488114
2,1.0,1.0,1.0,Entire home/apt,Roxbury,5.272999559
2,1.0,1.5,1.0,Private room,Bedford-Stuyvesant,5.105945474
2,1.0,1.0,1.0,Entire home/apt,Lower East Side,4.700480366
3,1.0,1.0,2.0,Private room,Woodhaven,3.80666249
2,1.0,1.0,1.0,Entire home/apt,Hell's Kitchen,4.852030264
5,2.0,1.0,4.0,Entire home/apt,Outer Sunset,5.153291594
2,1.0,1.0,1.0,Private room,San Gabriel,3.891820298
2,1.0,1.0,1.0,Private room,Long Beach,3.80666249
4,1.0,1.0,2.0,Entire home/apt,Washington Heights,4.927253685
2,1.0,1.0,1.0,Entire home/apt,East Flatbush,4.189654742
3,1.0,1.0,1.0,Private room,Cobble Hill,4.976733742
4,0.0,1.0,2.0,Entire home/apt,Washington Heights,4.700480366
2,1.0,1.0,1.0,Private room,Clinton Hill,4.17438727
4,1.0,1.0,2.0,Private room,Downtown,5.991464547
2,0.0,1.0,1.0,Entire home/apt,Astoria,5.147494477
2,1.0,1.0,1.0,Private room,Bloomingdale,4.477336814
3,0.0,1.0,1.0,Entire home/apt,Hollywood,4.59511985
2,1.0,1.0,1.0,Private room,Harlem,4.605170186
2,1.0,1.0,1.0,Private room,Williamsburg,4.17438727
1,1.0,1.0,1.0,Private room,Morningside Heights,4.317488114
4,1.0,1.0,2.0,Entire home/apt,Brooklyn Navy Yard,4.682131227
2,0.0,1.0,1.0,Entire home/apt,Hollywood Hills,4.859812404
5,3.0,2.0,3.0,Entire home/apt,East Corner,5.521460918
2,1.0,1.0,1.0,Shared room,Mid-Wilshire,3.688879454
6,3.0,3.5,4.0,Entire home/apt,Bel Air/Beverly Crest,6.745236349
1,1.0,1.0,1.0,Private room,Crown Heights,4.204692619
7,3.0,2.0,5.0,Entire home/apt,Venice,5.686975356
2,1.0,1.0,1.0,Entire home/apt,Greenwich Village,5.192956851
4,1.0,1.0,2.0,Entire home/apt,Crown Heights,4.553876892
4,1.0,1.0,2.0,Entire home/apt,Downtown,5.379897354
10,2.0,2.0,2.0,Entire home/apt,Malibu,6.335054251
4,2.0,1.0,3.0,Entire home/apt,Hollywood,4.905274778
4,4.0,2.0,4.0,Entire home/apt,Flatbush,6.746412129
4,2.0,1.0,2.0,Entire home/apt,Mid-City,4.828313737
2,1.0,1.0,1.0,Entire home/apt,South End,5.209486153
3,2.0,2.0,2.0,Entire home/apt,Charlestown,5.416100402
4,3.0,1.0,3.0,Entire home/apt,Upper West Side,6.052089169
2,1.0,1.0,1.0,Entire home/apt,Beverly Hills,5.298317367
4,2.0,1.0,2.0,Entire home/apt,Mid-City,4.615120517
4,1.0,1.0,2.0,Entire home/apt,Government Center,5.521460918
1,0.0,1.0,1.0,Entire home/apt,East Hollywood,4.406719247
1,1.0,1.0,1.0,Private room,Hamilton Heights,4.248495242
4,1.0,1.0,2.0,Entire home/apt,Hell's Kitchen,4.317488114
4,1.0,1.0,2.0,Entire home/apt,Rogers Park,4.828313737
3,1.0,1.0,1.0,Entire home/apt,Lower East Side,5.293304825
2,1.0,1.0,1.0,Private room,North Hollywood,3.871201011
2,1.0,1.0,1.0,Private room,West Hollywood,4.605170186
4,0.0,1.0,2.0,Entire home/apt,Hollywood,5.003946306
4,1.0,1.0,2.0,Entire home/apt,Hell's Kitchen,5.010635294
6,2.0,1.0,2.0,Entire home/apt,Back Bay,5.857933154
9,4.0,3.0,4.0,Entire home/apt,Capitol Hill,6.802394763
3,1.0,1.0,1.0,Private room,Astoria,3.912023005
3,0.0,1.0,2.0,Entire home/apt,Greenwich Village,5.247024072
2,1.0,1.5,1.0,Private room,Washington Heights,4.605170186
3,1.0,1.0,1.0,Entire home/apt,Crown Heights,4.828313737
1,0.0,1.0,1.0,Private room,West Hollywood,4.094344562
16,2.0,2.0,6.0,Entire home/apt,Downtown,5.988961417
2,1.0,1.0,1.0,Private room,Harlem,4.094344562
2,0.0,1.0,1.0,Entire home/apt,Greenwich Village,5.560681631
2,0.0,1.0,1.0,Entire home/apt,Financial District,5.105945474
8,3.0,2.0,4.0,Entire home/apt,Upper West Side,6.232448017
2,1.0,0.0,2.0,Entire home/apt,SoMa,4.584967479
6,2.0,1.0,2.0,Entire home/apt,Elysian Valley,4.934473933
2,1.0,1.0,1.0,Private room,East Harlem,4.605170186
2,1.0,1.0,1.0,Private room,Williamsburg,4.48863637
2,0.0,1.0,1.0,Entire home/apt,Chelsea,5.164785974
10,3.0,1.0,4.0,Entire home/apt,Williamsburg,5.416100402
2,1.0,1.0,1.0,Private room,The Castro,4.828313737
2,1.0,1.0,2.0,Entire home/apt,Del Rey,5.010635294
2,1.0,2.0,1.0,Private room,Burbank,4.17438727
4,2.0,1.0,2.0,Entire home/apt,East Flatbush,5.164785974
4,2.0,1.0,2.0,Entire home/apt,Glover Park,4.605170186
4,3.0,1.0,3.0,Entire home/apt,Long Beach,5.247024072
4,2.0,2.5,2.0,Entire home/apt,U Street Corridor,6.684611728
2,1.0,1.0,1.0,Entire home/apt,Hell's Kitchen,5.298317367
5,1.0,1.0,3.0,Shared room,West Village,5.857933154
3,1.0,1.0,1.0,Private room,Bel Air/Beverly Crest,5.247024072
2,1.0,1.0,1.0,Entire home/apt,Mid-Wilshire,4.86753445
1,1.0,1.0,1.0,Private room,Allston-Brighton,3.555348061
1,1.0,1.0,1.0,Private room,Bedford-Stuyvesant,4.007333185
2,0.0,1.0,1.0,Entire home/apt,Long Beach,4.934473933
4,2.0,1.0,2.0,Entire home/apt,Hell's Kitchen,5.521460918
4,1.0,1.0,2.0,Entire home/apt,Inner Sunset,5.043425117
2,1.0,1.0,1.0,Private room,Washington Heights,4.060443011
1,1.0,1.0,1.0,Private room,Westchester/Playa Del Rey,4.17438727
2,1.0,1.0,1.0,Private room,Noe Valley,4.744932128
2,1.0,1.0,1.0,Private room,Topanga,4.691347882
2,2.0,2.0,1.0,Entire home/apt,Hollywood Hills,5.298317367
1,1.0,1.0,1.0,Private room,Del Rey,3.583518938
6,2.0,2.0,3.0,Entire home/apt,South Robertson,5.298317367
1,1.0,1.0,1.0,Private room,Williamsburg,5.298317367
3,0.0,1.0,2.0,Entire home/apt,Upper East Side,5.241747015
2,0.0,1.0,1.0,Entire home/apt,West Hollywood,4.672828834
3,1.0,1.0,1.0,Entire home/apt,Hell's Kitchen,4.605170186
2,1.0,1.0,1.0,Private room,Williamsburg,4.094344562
3,1.0,1.0,2.0,Private room,Corona,4.094344562
3,1.0,1.5,1.0,Entire home/apt,Redondo Beach,4.532599493
8,3.0,2.5,3.0,Entire home/apt,Capitol Hill,5.393627546
3,1.0,1.0,1.0,Entire home/apt,Del Rey,4.49980967
3,1.0,1.0,1.0,Entire home/apt,Mid-Wilshire,5.068904202
3,1.0,1.0,1.0,Entire home/apt,Mid-Wilshire,4.454347296
2,1.0,1.0,1.0,Private room,Westchester/Playa Del Rey,3.737669618
2,1.0,1.0,1.0,Private room,Humboldt Park,3.912023005
7,3.0,2.5,3.0,Entire home/apt,Cahuenga Pass,5.686975356
2,0.0,1.0,1.0,Entire home/apt,Humboldt Park,5.010635294
2,1.0,1.0,1.0,Private room,Bushwick,4.248495242
1,1.0,1.0,1.0,Private room,Lefferts Garden,4.17438727
6,3.0,1.0,3.0,Entire home/apt,Ukrainian Village,5.164785974
2,1.0,1.0,1.0,Private room,Fairlawn,3.688879454
2,1.0,1.0,1.0,Private room,Crown Heights,3.912023005
5,3.0,1.0,3.0,Entire home/apt,U Street Corridor,5.111987788
3,1.0,1.0,2.0,Entire home/apt,Western Addition/NOPA,5.192956851
2,1.0,1.0,1.0,Entire home/apt,Lower East Side,5.521460918
2,1.0,1.5,1.0,Private room,Glendale,4.276666119
2,1.0,1.0,1.0,Entire home/apt,U Street Corridor,4.691347882
2,1.0,1.5,1.0,Entire home/apt,Southwest Waterfront,4.859812404
3,1.0,1.0,1.0,Entire home/apt,Alphabet City,5.010635294
1,1.0,1.0,1.0,Private room,Lower East Side,4.65396035
16,0.0,1.0,1.0,Entire home/apt,South LA,6.396929655
2,3.0,1.0,1.0,Private room,Bushwick,4.094344562
2,1.0,1.0,1.0,Private room,Archer Heights,3.713572067
4,1.0,1.0,1.0,Entire home/apt,Nob Hill,5.272999559
2,1.0,1.0,1.0,Private room,Capitol Hill,5.347107531
3,1.0,1.0,2.0,Private room,Kips Bay,5.703782475
3,1.0,1.0,1.0,Entire home/apt,Soho,5.272999559
2,1.0,1.0,1.0,Private room,Mid-Wilshire,4.317488114
2,1.0,1.0,1.0,Private room,Ingleside,4.382026635
3,1.0,1.0,2.0,Entire home/apt,Bloomingdale,4.828313737
2,0.0,1.0,1.0,Entire home/apt,Los Feliz,4.59511985
2,1.0,1.0,1.0,Private room,Downey,3.912023005
4,2.0,1.0,3.0,Entire home/apt,Flatbush,4.442651256
6,2.0,1.0,4.0,Entire home/apt,Richmond District,5.666426688
12,4.0,3.0,5.0,Entire home/apt,Inglewood,5.521460918
1,1.0,1.0,1.0,Private room,Hollywood,4.317488114
4,1.0,1.0,3.0,Entire home/apt,Northridge,4.787491743
3,1.0,1.0,2.0,Entire home/apt,Santa Monica,5.010635294
1,1.0,1.0,1.0,Private room,Lefferts Garden,3.688879454
4,1.0,1.0,1.0,Entire home/apt,Bedford-Stuyvesant,4.86753445
4,3.0,2.5,3.0,Entire home/apt,Lefferts Garden,5.164785974
2,0.0,1.0,1.0,Entire home/apt,East Hollywood,4.356708827
4,1.0,1.0,1.0,Entire home/apt,Judiciary Square,5.298317367
2,1.0,1.0,1.0,Private room,East Harlem,4.605170186
2,1.0,1.0,1.0,Private room,East Harlem,4.859812404
2,1.0,1.0,1.0,Private room,Bushwick,4.605170186
4,2.0,1.0,2.0,Entire home/apt,Bedford-Stuyvesant,4.787491743
2,1.0,1.0,1.0,Private room,Haight-Ashbury,4.060443011
3,1.0,1.0,1.0,Entire home/apt,Noe Valley,4.787491743
1,1.0,1.0,1.0,Shared room,East Hollywood,4.094344562
3,1.0,1.0,2.0,Entire home/apt,Cobble Hill,5.164785974
3,2.0,1.0,2.0,Entire home/apt,Greenpoint,4.644390899
5,1.0,1.0,3.0,Entire home/apt,Mission Terrace,4.700480366
4,2.0,2.0,3.0,Entire home/apt,Clinton Hill,5.416100402
4,1.0,1.0,1.0,Entire home/apt,West Village,5.521460918
2,1.0,1.0,1.0,Entire home/apt,Bushwick,4.828313737
2,0.0,1.0,1.0,Private room,Mission District,4.369447852
6,2.0,1.0,3.0,Entire home/apt,Humboldt Park,4.744932128
2,1.0,1.0,1.0,Entire home/apt,Venice,5.105945474
1,1.0,1.0,1.0,Private room,Washington Heights,3.912023005
2,1.0,1.0,1.0,Private room,Greenpoint,4.48863637
2,1.0,1.0,1.0,Private room,Crown Heights,3.828641396
2,1.0,1.0,1.0,Private room,Echo Park,4.418840608
1,1.0,1.0,1.0,Private room,Financial District,4.553876892
6,3.0,2.0,3.0,Entire home/apt,Alamo Square,6.052089169
3,1.0,1.0,1.0,Entire home/apt,Fort Greene,5.129898715
2,1.0,1.0,1.0,Private room,Brooklyn Navy Yard,3.912023005
6,3.0,1.5,3.0,Entire home/apt,Sheepshead Bay,4.86753445
6,2.0,2.0,3.0,Entire home/apt,Hell's Kitchen,5.703782475
6,2.0,2.0,3.0,Entire home/apt,Greenwich Village,7.003065459
3,2.0,1.0,1.0,Entire home/apt,Richmond District,5.298317367
1,1.0,1.0,1.0,Shared room,Boyle Heights,3.218875825
3,1.0,1.0,1.0,Entire home/apt,Los Feliz,4.59511985
6,2.0,1.0,4.0,Entire home/apt,West Village,6.109247583
1,1.0,1.0,1.0,Private room,Jamaica,4.49980967
3,1.0,1.0,1.0,Entire home/apt,Downtown/Penn Quarter,6.34738921
1,1.0,2.0,1.0,Private room,Williamsburg,4.248495242
3,1.0,1.0,2.0,Shared room,Upper West Side,4.553876892
3,1.0,1.0,2.0,Private room,Pasadena,4.369447852
3,1.0,1.0,1.0,Entire home/apt,Cleveland Park,5.991464547
4,1.0,1.0,2.0,Entire home/apt,Midtown East,5.164785974
8,4.0,1.0,4.0,Entire home/apt,Skyland,7.090076836
2,1.0,1.0,1.0,Entire home/apt,Del Rey,4.787491743
2,1.0,1.0,1.0,Private room,West Hollywood,4.317488114
5,2.0,1.5,2.0,Entire home/apt,Michigan Park,4.624972813
2,1.0,1.0,1.0,Private room,Sunset Park,3.80666249
2,1.0,1.0,1.0,Private room,Rego Park,3.912023005
5,2.0,1.0,3.0,Entire home/apt,Long Beach,4.905274778
7,2.0,2.0,4.0,Entire home/apt,North Center,4.317488114
10,4.0,1.5,5.0,Entire home/apt,The Rockaways,5.703782475
2,0.0,1.0,1.0,Entire home/apt,Soho,5.267858159
4,1.0,1.0,2.0,Entire home/apt,Chinatown,4.442651256
6,3.0,3.5,3.0,Entire home/apt,Crestwood,5.857933154
2,1.0,1.0,1.0,Private room,Times Square/Theatre District,5.105945474
4,1.0,1.0,3.0,Entire home/apt,Mount Pleasant,4.700480366
4,2.0,2.0,2.0,Private room,Echo Park,4.394449155
2,1.0,1.0,3.0,Private room,Harlem,4.672828834
2,1.0,1.0,1.0,Entire home/apt,West Village,4.86753445
2,1.0,1.0,1.0,Private room,Culver City,4.094344562
2,1.0,2.0,1.0,Entire home/apt,Williamsburg,5.926926026
1,1.0,1.5,1.0,Private room,Bushwick,3.496507561
2,1.0,2.5,3.0,Private room,Lakeshore,6.551080335
5,2.0,1.0,3.0,Entire home/apt,Harlem,5.521460918
2,1.0,1.0,1.0,Private room,Brentwood,5.521460918
6,4.0,1.0,4.0,Entire home/apt,Lefferts Garden,5.164785974
10,5.0,2.0,5.0,Entire home/apt,Carroll Gardens,5.857933154
1,1.0,1.5,1.0,Private room,Mission District,4.49980967
6,3.0,1.5,3.0,Entire home/apt,Forest Hill,5.768320996
2,1.0,2.0,1.0,Private room,Del Rey,4.094344562
2,1.0,1.0,1.0,Private room,Bedford-Stuyvesant,4.442651256
4,0.0,1.0,2.0,Entire home/apt,Midtown,5.521460918
2,1.0,1.0,1.0,Private room,Outer Sunset,4.65396035
2,1.0,1.0,1.0,Private room,Hollywood,4.65396035
6,2.0,2.0,2.0,Entire home/apt,U Street Corridor,7.090076836
4,0.0,1.0,2.0,Entire home/apt,Harlem,4.787491743
3,1.0,1.0,1.0,Entire home/apt,Adams Morgan,4.248495242
8,3.0,2.0,6.0,Entire home/apt,Brookland,5.010635294
2,1.0,1.0,1.0,Private room,Bushwick,4.234106505
3,0.0,1.0,1.0,Entire home/apt,West Village,5.298317367
2,1.0,1.0,1.0,Private room,East Harlem,4.787491743
4,1.0,1.0,3.0,Entire home/apt,Morningside Heights,4.744932128
2,0.0,0.0,1.0,Entire home/apt,Silver Lake,2.833213344
7,2.0,1.5,4.0,Entire home/apt,Monrovia,4.59511985
2,1.0,1.0,1.0,Private room,Allston-Brighton,4.060443011
1,1.0,1.5,1.0,Private room,Williamsburg,4.007333185
2,1.0,1.0,2.0,Entire home/apt,Greenpoint,5.187385806
2,0.0,1.0,1.0,Entire home/apt,Carroll Gardens,4.59511985
4,2.0,1.0,3.0,Entire home/apt,Sunnyside,4.941642423
2,1.0,1.0,1.0,Entire home/apt,Bedford-Stuyvesant,4.17438727
2,1.0,1.0,2.0,Private room,Glen Park,4.382026635
2,1.0,2.0,1.0,Private room,Back Bay,4.48863637
2,1.0,1.5,1.0,Private room,Jamaica Plain,4.49980967
3,1.0,1.0,2.0,Private room,Richmond District,4.521788577
3,1.0,1.0,1.0,Entire home/apt,East Village,5.521460918
4,2.0,1.0,3.0,Entire home/apt,Elmhurst,4.691347882
3,1.0,1.0,2.0,Private room,Venice,4.382026635
2,1.0,1.0,1.0,Private room,South LA,4.17438727
1,1.0,1.0,1.0,Private room,Washington Heights,4.382026635
4,1.0,1.0,1.0,Entire home/apt,West Hollywood,5.356586275
1,1.0,1.0,1.0,Shared room,Astoria,3.80666249
1,1.0,1.0,1.0,Private room,Hell's Kitchen,4.49980967
8,2.0,1.0,4.0,Entire home/apt,Near Northeast/H Street Corridor,5.192956851
1,1.0,1.0,1.0,Private room,Potrero Hill,4.48863637
6,1.0,1.0,1.0,Entire home/apt,Harlem,4.700480366
4,1.0,1.0,2.0,Entire home/apt,West Loop/Greektown,4.644390899
4,2.0,2.0,2.0,Entire home/apt,Midtown,5.877735782
2,0.0,1.0,1.0,Entire home/apt,Midtown East,5.59471138
2,1.0,1.0,2.0,Private room,Bedford-Stuyvesant,3.80666249
1,1.0,1.0,1.0,Private room,Upper West Side,4.248495242
4,1.0,1.0,2.0,Entire home/apt,Mid-Wilshire,4.59511985
3,0.0,1.0,1.0,Entire home/apt,Chelsea,5.293304825
2,1.0,1.0,1.0,Private room,Ridgewood,4.605170186
1,1.0,1.0,1.0,Private room,Financial District,4.248495242
5,2.0,2.0,2.0,Entire home/apt,Judiciary Square,5.293304825
1,1.0,1.0,1.0,Private room,Sherman Oaks,3.912023005
3,1.0,1.0,1.0,Entire home/apt,Brentwood,4.787491743
2,1.0,1.0,1.0,Private room,Redondo Beach,4.234106505
6,3.0,2.5,3.0,Entire home/apt,South Boston,6.214608098
2,1.0,1.5,1.0,Private room,Woodland Hills/Warner Center,4.17438727
7,2.0,1.0,4.0,Entire home/apt,East Boston,5.010635294
4,2.0,1.0,2.0,Entire home/apt,South End,5.703782475
8,5.0,3.0,5.0,Entire home/apt,Laurel Canyon,6.906754779
1,1.0,1.0,1.0,Private room,Bedford-Stuyvesant,3.988984047
3,1.0,1.0,1.0,Entire home/apt,Long Beach,4.59511985
1,1.0,1.0,1.0,Private room,Altadena,4.007333185
2,1.0,2.0,1.0,Private room,Harlem,4.317488114
2,1.0,1.0,1.0,Private room,Mission District,4.727387819
2,0.0,1.0,1.0,Entire home/apt,Williamsburg,4.605170186
1,1.0,1.0,1.0,Private room,Bedford-Stuyvesant,4.382026635
2,1.0,1.0,1.0,Private room,East Boston,4.65396035
4,2.0,2.0,2.0,Entire home/apt,Alphabet City,5.272999559
4,0.0,1.0,2.0,Entire home/apt,Kips Bay,4.976733742
4,1.0,1.0,2.0,Entire home/apt,West Village,5.703782475
2,2.0,2.0,1.0,Entire home/apt,Beverly Hills,5.857933154
2,0.0,1.0,1.0,Entire home/apt,Fort Greene,4.828313737
2,1.0,1.0,1.0,Private room,Mid-Wilshire,4.317488114
2,0.0,1.0,1.0,Entire home/apt,Upper East Side,4.86753445
4,2.0,2.0,2.0,Entire home/apt,Mid-Wilshire,5.164785974
2,1.0,1.0,1.0,Private room,Lower East Side,4.442651256
4,1.0,1.0,2.0,Entire home/apt,Chelsea,5.703782475
2,1.0,1.0,1.0,Entire home/apt,Los Feliz,4.442651256
3,1.0,1.0,2.0,Entire home/apt,Bushwick,4.510859507
5,1.0,1.0,3.0,Entire home/apt,Downtown,5.33753808
6,2.0,2.0,3.0,Entire home/apt,Santa Monica,5.192956851
4,1.0,1.0,2.0,Entire home/apt,Upper West Side,5.283203729
2,1.0,1.0,1.0,Entire home/apt,Mount Vernon Square,4.859812404
2,0.0,1.0,1.0,Private room,Harlem,5.416100402
4,1.0,1.0,1.0,Entire home/apt,East Village,5.241747015
2,1.0,1.0,1.0,Private room,Marina Del Rey,4.394449155
2,0.0,1.0,1.0,Entire home/apt,West Village,5.192956851
2,1.0,1.0,1.0,Private room,Flatbush,4.605170186
5,2.0,1.0,4.0,Entire home/apt,Mar Vista,5.631211782
2,0.0,1.0,1.0,Entire home/apt,Chelsea,5.010635294
2,1.0,1.0,1.0,Entire home/apt,Dupont Circle,5.241747015
2,1.0,1.0,1.0,Entire home/apt,Southwest Waterfront,6.214608098
2,0.0,1.0,1.0,Private room,Irving Park,4.234106505
4,1.0,1.0,2.0,Entire home/apt,Nob Hill,5.978885765
2,1.0,1.0,1.0,Entire home/apt,Mar Vista,4.262679877
2,1.0,1.0,1.0,Private room,Roxbury,5.003946306
4,1.0,1.0,1.0,Entire home/apt,Long Island City,5.164785974
3,1.0,1.0,2.0,Entire home/apt,Flatbush,4.317488114
4,1.0,1.0,1.0,Entire home/apt,Downtown,5.857933154
3,1.0,1.0,2.0,Entire home/apt,Mission District,5.298317367
2,1.0,1.0,1.0,Private room,Eckington,4.605170186
2,1.0,1.5,1.0,Private room,Kalorama,4.248495242
1,1.0,1.0,1.0,Private room,East Flatbush,3.295836866
10,3.0,2.5,4.0,Entire home/apt,West Hollywood,5.521460918
1,1.0,1.0,1.0,Private room,Mid-Wilshire,4.605170186
4,1.0,1.0,1.0,Entire home/apt,U Street Corridor,6.159095388
4,2.0,1.0,2.0,Entire home/apt,South Beach,4.787491743
2,1.0,1.0,1.0,Private room,Mid-Wilshire,4.605170186
2,1.0,1.0,1.0,Private room,Williamsburg,4.077537444
2,1.0,1.0,1.0,Entire home/apt,Hollywood Hills,5.105945474
2,1.0,1.0,1.0,Private room,Bedford-Stuyvesant,4.17438727
1,1.0,1.0,1.0,Private room,Greenpoint,4.59511985
2,1.0,1.0,1.0,Private room,Nolita,5.192956851
1,1.0,1.5,1.0,Private room,Pilsen,3.465735903
10,1.0,2.0,5.0,Private room,Mid-Wilshire,4.248495242
2,1.0,1.5,1.0,Private room,Chelsea,6.003887067
6,2.0,1.0,1.0,Entire home/apt,Williamsburg,5.068904202
2,1.0,1.0,2.0,Entire home/apt,Prospect Heights,4.672828834
2,1.0,1.0,1.0,Entire home/apt,Upper West Side,5.192956851
4,1.0,1.0,1.0,Entire home/apt,Kalorama,5.783825182
